,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
851,852,15794048,Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1
856,857,15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1
861,862,15809100,Nucci,548,France,Female,32,2,172448.77,1,1,0,188083.77,1
867,868,15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,110510.28,1
871,872,15692750,McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1
880,881,15585362,Simmons,749,France,Female,60,6,0.0,1,1,0,17978.68,1
881,882,15571928,Fraser,679,France,Female,43,4,0.0,3,1,0,115136.51,1
883,884,15743007,Seabrook,643,France,Female,45,4,45144.43,1,1,0,60917.24,1
893,894,15772781,Ball,703,France,Female,51,3,0.0,3,1,1,77294.56,1
894,895,15669987,Sung,728,Germany,Female,35,8,125884.95,2,1,0,54359.02,1
898,899,15654700,Fallaci,523,France,Female,40,2,102967.41,1,1,0,128702.1,1
905,906,15675964,Chukwukadibia,672,France,Female,45,9,0.0,1,1,1,92027.69,1
907,908,15724848,Oluchukwu,516,France,Female,46,1,104947.72,1,1,0,115789.25,1
942,943,15804586,Lin,376,France,Female,46,6,0.0,1,1,0,157333.69,1
946,947,15745324,Milani,599,Spain,Female,39,4,0.0,1,1,0,194273.2,1
947,948,15741336,Ejimofor,715,France,Female,38,5,118590.41,1,1,1,5684.17,1
949,950,15620981,Wickham,684,France,Female,48,3,73309.38,1,0,0,21228.34,1
954,955,15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1
964,965,15580956,McNess,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1
976,977,15570060,Palerma,586,France,Female,43,8,132558.26,1,1,0,67046.83,1
983,984,15807008,McGregor,614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1
989,990,15681206,Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57,1
1003,1004,15701301,Murphy,646,France,Female,42,3,175159.9,2,0,0,67124.48,1
1015,1016,15686936,McGregor,676,France,Female,37,5,89634.69,1,1,1,169583.18,1
1018,1019,15602010,Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1
1042,1043,15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1
1046,1047,15644200,Hamilton,807,Spain,Female,42,1,0.0,1,1,0,16500.66,1
1047,1048,15793949,Cheng,726,France,Female,48,4,0.0,1,1,0,114020.06,1
1057,1058,15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1
1066,1067,15688963,Ingram,731,France,Female,52,10,0.0,1,1,1,24998.75,1
1070,1071,15648075,Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1
1096,1097,15813168,Maslova,756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1
1107,1108,15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1
1110,1111,15592229,Mullan,713,France,Female,52,0,185891.54,1,1,1,46369.57,1
1113,1114,15648800,Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1
1114,1115,15626147,Maclean,608,France,Female,62,8,144976.5,1,0,0,175836.03,1
1117,1118,15592583,Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67,1
1129,1130,15685309,Souter,669,France,Female,35,7,0.0,1,1,1,49108.23,1
1140,1141,15566251,Ferrari,618,France,Female,37,5,96652.86,1,1,0,98686.4,1
1153,1154,15669899,Fitts,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1
1158,1159,15690007,Ts'ui,434,Germany,Female,58,9,125801.03,2,1,0,60891.8,1
1174,1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1
1182,1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,1,1,146992.24,1
1187,1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94,1
1192,1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1
1193,1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1
1215,1216,15625080,Parkin,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1
1218,1219,15730038,Docherty,706,France,Female,23,5,0.0,1,0,0,164128.41,1
1245,1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1
1251,1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1
1254,1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1
1265,1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1
1303,1304,15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1
1306,1307,15709117,Fanucci,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1
1318,1319,15665077,Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,1
1328,1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1
1329,1330,15645572,Calabresi,743,France,Female,40,6,0.0,1,1,0,28280.8,1
1335,1336,15576683,Yin,568,Spain,Female,43,9,0.0,1,1,0,125870.79,1
1341,1342,15609824,Fedorov,794,France,Female,41,7,176845.41,3,1,0,166526.26,1
1344,1345,15691104,Kennedy,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1
1351,1352,15635435,White,648,France,Female,54,9,120633.42,1,0,0,5924.38,1
1373,1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1
1381,1382,15714466,Baxter,846,France,Female,41,5,0.0,3,1,0,3440.47,1
1384,1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1
1388,1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46,1
1389,1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1
1391,1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1
1396,1397,15748797,Dale,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1
1397,1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1
1398,1399,15628947,Praed,693,France,Female,38,3,0.0,2,0,0,78133.48,1
1404,1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1
1405,1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
1410,1411,15710164,P'eng,523,France,Female,73,7,0.0,2,0,0,130883.9,1
1424,1425,15596671,Endrizzi,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1
1427,1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
1443,1444,15598751,Ingram,556,France,Female,43,6,0.0,3,0,0,125154.57,1
1448,1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1
1452,1453,15774882,Mazzanti,687,France,Female,35,3,99587.43,1,1,1,1713.1,1
1454,1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1
1459,1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,1
1462,1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1
1469,1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1
1478,1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1
1485,1486,15700212,Shih,475,France,Female,46,10,0.0,2,0,0,122953.0,1
1487,1488,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1
1491,1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1
1519,1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1
1534,1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
1555,1556,15709994,Gallo,658,France,Female,40,7,140596.95,1,0,1,135459.02,1
1569,1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
1570,1571,15607133,Shih,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1
1572,1573,15725141,Whiddon,716,France,Female,44,3,109528.28,1,1,0,27341.63,1
1583,1584,15730394,Crowther,709,France,Female,43,8,0.0,2,0,0,168035.62,1
1598,1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1
1602,1603,15751158,Mashman,571,France,Female,42,4,108825.34,3,1,0,55558.51,1
1611,1612,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
1626,1627,15588248,Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1
1646,1647,15651533,Brown,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1
1657,1658,15752342,Bradley,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
1663,1664,15663441,Golibe,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
1666,1667,15579706,Curtis,611,France,Female,46,5,0.0,1,1,0,77677.14,1
1674,1675,15675896,Gough,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
1676,1677,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1
1685,1686,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
1717,1718,15684269,Gray,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1
1742,1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
1746,1747,15765694,Bage,584,Spain,Female,59,1,0.0,1,0,1,130260.11,1
1755,1756,15778410,Clarke,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1
1757,1758,15704763,Kozlova,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
1761,1762,15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1
1770,1771,15689980,Willis,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1
1782,1783,15642002,Hayward,554,France,Female,35,6,117707.18,2,0,0,95277.15,1
1798,1799,15610446,Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53,1
1807,1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1
1823,1824,15711219,Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
1827,1828,15740104,Tuan,425,Spain,Female,22,7,169649.73,2,0,1,136365.0,1
1847,1848,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1
1854,1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
1855,1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
1856,1857,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1
1898,1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
1912,1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
1917,1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1
1921,1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1
1931,1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1
1940,1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
1950,1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1
1955,1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
1962,1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1
1964,1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1
1965,1966,15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,1
1985,1986,15627876,Pavlova,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1
1988,1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
1994,1995,15666055,Rowe,705,France,Female,49,7,0.0,1,1,0,63405.2,1
2005,2006,15725835,West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1
2007,2008,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1
2024,2025,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1
2027,2028,15606613,Samson,655,France,Female,59,7,0.0,1,1,0,88958.49,1
2032,2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
2037,2038,15678146,Wong,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1
2049,2050,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,1,1,35633.15,1
2050,2051,15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,1
2063,2064,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1
2068,2069,15629338,Collingridge de Tourcey,658,Spain,Female,31,2,36566.96,1,1,0,103644.98,1
2070,2071,15750684,Jibunoh,719,France,Female,42,4,0.0,1,1,0,28465.86,1
2080,2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,1
2084,2085,15668669,Benson,423,France,Female,36,5,97665.61,1,1,0,118372.55,1
2087,2088,15687658,Burgin,716,France,Female,52,7,65971.61,2,1,0,14608.0,1
2098,2099,15769216,Panicucci,601,France,Female,43,2,0.0,1,1,0,49713.87,1
2106,2107,15659931,Ibezimako,637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1
2110,2111,15795990,Lumholtz,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1
2115,2116,15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1
2118,2119,15774857,Synnot,460,France,Female,27,7,0.0,2,1,0,156150.08,1
2120,2121,15651554,Anenechukwu,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1
2132,2133,15599722,Chia,609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1
2139,2140,15765518,Gregson,643,France,Female,51,2,105229.53,1,1,0,34967.75,1
2152,2153,15630698,Hay,745,France,Female,55,9,110123.59,1,0,1,51548.14,1
2168,2169,15805260,Wood,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1
2181,2182,15738605,Fischer,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1
2190,2191,15609998,Okwudilichukwu,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1
2191,2192,15583548,Harrison,525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1
2195,2196,15735246,Norman,798,Spain,Female,58,9,0.0,2,0,0,119071.56,1
2208,2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,1
2213,2214,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1
2221,2222,15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
2234,2235,15713655,Calabrese,720,France,Female,38,10,0.0,2,1,1,56229.72,1
2235,2236,15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1
2237,2238,15639077,Marchesi,622,France,Female,30,2,158584.82,3,1,0,142342.55,1
2239,2240,15648577,Pickering,493,France,Female,31,3,0.0,1,1,1,176570.28,1
2245,2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
2266,2267,15629323,Kelechi,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1
2268,2269,15777553,Hanson,659,France,Female,56,9,123785.24,1,1,0,99504.03,1
2270,2271,15622217,Tu,538,France,Female,38,8,88758.95,2,0,0,28226.15,1
2272,2273,15570835,Fallaci,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1
2274,2275,15808044,Ts'ui,580,France,Female,65,9,106804.26,3,1,0,107890.69,1
2276,2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,1
2293,2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1
2312,2313,15724223,Bronner,545,France,Female,55,5,0.0,1,0,0,10034.77,1
2316,2317,15624388,Henderson,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1
2335,2336,15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
2344,2345,15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
2349,2350,15787907,Wang,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1
2350,2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
2352,2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1
2355,2356,15710366,Hamilton,569,Spain,Female,42,1,0.0,1,1,1,83629.6,1
2369,2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1
2372,2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1
2381,2382,15774151,Iadanza,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1
2407,2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
2414,2415,15806027,Niu,556,France,Female,52,9,0.0,1,1,0,175149.2,1
2427,2428,15661821,Johnstone,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1
2430,2431,15689351,Johnson,742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1
2434,2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
2438,2439,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1
2439,2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1
2449,2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
2454,2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
2462,2463,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1
2473,2474,15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1
2474,2475,15693199,Shao,739,France,Female,37,8,0.0,2,1,0,191557.1,1
2477,2478,15760294,Endrizzi,512,France,Female,41,8,145150.28,1,1,0,64869.32,1
2492,2493,15778155,T'ien,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1
2495,2496,15666548,Chung,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
2499,2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,1
2509,2510,15689341,Gibbs,655,France,Female,50,10,0.0,4,1,0,179267.94,1
2518,2519,15759436,Aksenov,758,France,Female,50,2,95813.76,3,1,1,67944.09,1
2530,2531,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1
2539,2540,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1
2540,2541,15769703,West,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
2541,2542,15679770,Smith,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
2549,2550,15631240,Dubinina,645,France,Female,36,8,0.0,2,1,1,12096.61,1
2560,2561,15711834,Long,650,Spain,Female,30,6,0.0,1,0,0,67997.13,1
