,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
390,391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
394,395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
395,396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0
398,399,15762218,Mills,701,France,Female,39,9,0.0,2,0,1,145894.9,0
401,402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
407,408,15745354,Franklin,611,Spain,Female,37,4,0.0,2,1,0,125696.26,0
409,410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0
412,413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
417,418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
418,419,15659843,Li,643,France,Female,46,6,0.0,2,0,0,106781.59,0
419,420,15615624,De Salis,605,France,Female,28,6,0.0,2,0,0,159508.52,0
421,422,15716186,Richardson,586,France,Female,38,2,0.0,2,1,0,87168.46,0
423,424,15622834,Stevenson,678,France,Female,35,4,0.0,1,1,0,125518.32,0
428,429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
432,433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
435,436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
436,437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0
438,439,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
439,440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0
440,441,15782735,Chukwuemeka,626,France,Female,35,3,0.0,1,0,0,80190.36,0
441,442,15611088,Genovese,790,France,Female,31,9,0.0,2,1,0,84126.75,0
442,443,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179.0,0
445,446,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
449,450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
450,451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
453,454,15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
454,455,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577.0,0
462,463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
466,467,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0
474,475,15603156,Elewechi,571,France,Female,33,1,0.0,2,1,0,102750.7,0
476,477,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0
477,478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
481,482,15744398,Burns,525,France,Female,23,5,0.0,2,1,0,160249.1,0
485,486,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
489,490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
491,492,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
492,493,15624170,Tan,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
496,497,15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
504,505,15715527,Freeman,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0
507,508,15677307,Lo,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0
509,510,15598883,King,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0
510,511,15568506,Forbes,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0
511,512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0
525,526,15786063,Chin,776,France,Female,31,2,0.0,2,1,1,112349.51,0
530,531,15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0
531,532,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0
534,535,15567832,Shih,550,France,Female,40,7,114354.95,1,1,0,54018.93,0
542,543,15776223,Davide,597,France,Female,42,4,64740.12,1,1,1,106841.12,0
545,546,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
547,548,15720187,Han,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0
550,551,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
552,553,15763063,Price,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0
559,560,15571816,Ritchie,850,Spain,Female,70,5,0.0,1,1,1,705.18,0
560,561,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0
564,565,15788126,Evans,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0
567,568,15689614,Teng,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0
575,576,15653620,Gordon,546,France,Female,27,8,0.0,2,1,1,14858.1,0
576,577,15761986,Obialo,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0
578,579,15734674,Lin,593,France,Female,41,6,0.0,1,1,0,65170.66,0
582,583,15576352,Revell,586,Spain,Female,57,3,0.0,2,0,1,6057.81,0
583,584,15753719,Rickards,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0
592,593,15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03,0
594,595,15603925,Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
595,596,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0
599,600,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0
601,602,15645569,Mai,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0
602,603,15782569,Stout,687,France,Female,72,9,0.0,1,0,1,69829.4,0
609,610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0
611,612,15603203,Avdeyeva,650,France,Female,27,6,0.0,2,1,0,1002.39,0
612,613,15619857,Crawford,605,France,Female,64,2,129555.7,1,1,1,13601.79,0
619,620,15646161,Steinhoff,673,Spain,Female,37,8,0.0,2,1,1,183318.79,0
621,622,15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
622,623,15636444,Craig,535,Germany,Female,53,5,141616.55,2,1,1,75888.65,0
624,625,15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0
629,630,15692463,Rahman,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0
632,633,15718673,Mirams,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0
635,636,15633648,Jideofor,696,Spain,Female,51,5,0.0,2,1,0,55022.43,0
636,637,15603323,Bell,660,Spain,Female,33,1,0.0,2,0,0,117834.91,0
638,639,15588350,McIntyre,744,France,Female,43,10,147832.15,1,0,1,24234.11,0
639,640,15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
641,642,15580684,Feng,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
642,643,15809663,Donaldson,583,France,Female,27,1,125406.58,1,1,1,110784.42,0
646,647,15730830,Dale,752,France,Female,30,3,0.0,2,1,1,104991.28,0
648,649,15633064,Stonebraker,438,France,Female,36,4,0.0,2,1,0,64420.5,0
650,651,15730447,Anderson,629,France,Female,49,4,0.0,2,1,1,196335.48,0
657,658,15698474,Sagese,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0
659,660,15603065,Grubb,751,France,Female,30,6,0.0,2,1,0,15766.1,0
660,661,15592937,Napolitani,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0
664,665,15763218,Akeroyd,661,France,Female,41,1,0.0,2,0,1,131300.68,0
666,667,15725511,Wallace,559,France,Female,31,3,127070.73,1,0,1,160941.78,0
669,670,15662397,Small,640,France,Female,42,5,176099.13,1,1,1,8404.73,0
670,671,15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0
673,674,15745621,Wertheim,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
675,676,15754605,Jarvis,563,France,Female,39,5,0.0,2,1,1,17603.81,0
676,677,15607040,P'an,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
678,679,15810978,Pugliesi,788,Spain,Female,70,1,0.0,2,1,1,41610.62,0
679,680,15668886,Blakey,684,Spain,Female,38,3,0.0,2,1,0,44255.65,0
682,683,15775238,Achebe,651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0
683,684,15786905,Russo,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0
686,687,15801277,Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0
689,690,15720649,Ferdinand,641,France,Female,36,5,66392.64,1,1,0,31106.67,0
694,695,15681068,Chinagorom,796,France,Female,45,2,109730.22,1,1,1,123882.73,0
700,701,15803457,Hao,750,France,Female,32,5,0.0,2,1,0,95611.47,0
702,703,15603436,Savage,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0
708,709,15649423,Cooper,580,France,Female,35,8,0.0,2,0,1,10357.03,0
709,710,15734886,Mazzi,686,France,Female,34,3,123971.51,2,1,0,147794.63,0
713,714,15716164,Nicholls,501,France,Female,41,3,144260.5,1,1,0,172114.67,0
716,717,15677369,Golubov,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0
717,718,15804072,Chen,701,Spain,Female,42,5,0.0,2,0,0,24210.56,0
719,720,15653780,Kambinachi,621,France,Female,43,5,0.0,1,1,1,47578.45,0
723,724,15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0
725,726,15672692,Yin,787,France,Female,42,10,145988.65,2,1,1,79510.37,0
727,728,15767432,Ts'ai,711,France,Female,25,7,0.0,3,1,1,9679.28,0
728,729,15654238,Jen,673,France,Female,40,5,137494.28,1,1,0,81753.92,0
731,732,15790757,Cody,769,France,Female,25,10,0.0,2,0,0,187925.75,0
739,740,15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,44420.18,0
740,741,15637414,Gell,618,France,Female,24,7,128736.39,1,0,1,37147.61,0
747,748,15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0
751,752,15634245,Muecke,758,Germany,Female,47,9,95523.16,1,1,0,73294.48,0
752,753,15677305,Hsieh,490,France,Female,35,7,107749.03,1,1,1,3937.37,0
754,755,15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0
756,757,15637979,Fuller,664,Germany,Female,36,2,127160.78,2,1,0,78140.75,0
757,758,15815364,Ashley,736,Spain,Female,28,2,0.0,2,1,1,117431.1,0
758,759,15647099,Ts'ui,633,France,Female,37,9,156091.97,1,1,0,72008.61,0
760,761,15583212,Chidozie,600,France,Female,43,5,134022.06,1,1,0,194764.83,0
763,764,15622750,Chu,742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0
765,766,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0
766,767,15810864,Williamson,700,France,Female,82,2,0.0,2,0,1,182055.36,0
779,780,15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0
781,782,15585595,Owens,774,France,Female,28,1,71264.02,2,0,1,68759.57,0
783,784,15745196,Verco,571,France,Female,35,8,0.0,2,0,0,84569.13,0
788,789,15600739,Galkin,562,Spain,Female,35,0,0.0,2,1,0,119899.52,0
792,793,15707473,Summers,850,Germany,Female,48,6,111962.99,1,1,0,111755.8,0
793,794,15769504,Munro,743,Germany,Female,34,1,131736.88,1,1,1,108543.21,0
796,797,15668747,Virgo,702,France,Female,46,9,98444.19,1,0,1,109563.28,0
798,799,15570134,Padovano,683,France,Female,35,6,187530.66,2,1,1,37976.36,0
799,800,15567367,Tao,601,Germany,Female,42,9,133636.16,1,0,1,103315.74,0
801,802,15762238,Fraser,671,Germany,Female,44,0,84745.03,2,0,1,34673.98,0
802,803,15681554,Alley,614,Germany,Female,31,7,120599.38,2,1,1,46163.44,0
803,804,15712825,Howells,511,Spain,Female,29,9,0.0,2,0,1,140676.98,0
806,807,15613319,Rice,793,France,Female,33,0,0.0,1,0,0,175544.02,0
809,810,15778463,Ikenna,657,France,Female,37,6,95845.6,1,1,0,122218.23,0
810,811,15699430,Davide,618,France,Female,35,10,0.0,2,1,0,180439.75,0
812,813,15578980,Piazza,516,Spain,Female,33,3,0.0,2,1,1,58685.59,0
814,815,15641655,Black,700,France,Female,26,2,0.0,2,0,0,50051.42,0
819,820,15747807,Gallagher,720,France,Female,43,6,137824.03,2,1,0,172557.77,0
821,822,15716155,Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98,0
826,827,15660535,Avent,680,France,Female,47,5,0.0,2,1,1,179843.33,0
828,829,15596914,Shaw,630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0
829,830,15639788,Yuan,577,France,Female,39,10,0.0,2,1,0,10553.31,0
830,831,15695846,Hawkins,684,France,Female,34,6,0.0,2,1,1,130928.22,0
831,832,15726234,Trentini,708,Spain,Female,41,5,0.0,1,0,1,157003.99,0
832,833,15797964,Cameron,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0
834,835,15780628,Wu,633,France,Female,30,6,0.0,2,0,0,41642.29,0
836,837,15585036,Okoli,694,Spain,Female,37,3,0.0,2,1,1,147012.22,0
837,838,15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0
841,842,15737792,Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0
847,848,15586959,Unaipon,468,France,Female,42,5,0.0,2,1,0,125305.34,0
852,853,15677610,Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
853,854,15745012,Pettit,653,France,Female,43,6,0.0,2,1,1,7330.59,0
854,855,15601589,Baresi,675,France,Female,57,8,0.0,2,0,1,95463.29,0
865,866,15686983,Rohu,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0
870,871,15799422,Evans,535,France,Female,40,8,0.0,1,1,1,27689.77,0
872,873,15794549,Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18,0
874,875,15674840,Chiazagomekpere,645,France,Female,38,5,101430.3,2,0,1,4400.32,0
875,876,15653762,Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95,0
876,877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0
877,878,15800228,Bednall,652,Spain,Female,42,4,0.0,2,1,1,38152.01,0
878,879,15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0
879,880,15697497,She,518,France,Female,45,9,105525.65,2,1,1,73418.29,0
889,890,15600462,Barwell,542,France,Female,43,8,145618.37,1,0,1,10350.74,0
897,898,15782390,T'ien,621,France,Female,40,6,0.0,1,1,0,155155.25,0
902,903,15792388,Li,645,France,Female,48,7,90612.34,1,1,1,149139.13,0
911,912,15746490,Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
912,913,15566091,Thomsen,545,Spain,Female,32,4,0.0,1,1,0,94739.2,0
917,918,15719856,Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44,0
923,924,15601026,Gallagher,572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0
924,925,15658485,Heath,785,France,Female,34,9,70302.48,1,1,1,68600.36,0
925,926,15636731,Ts'ai,714,Germany,Female,36,1,101609.01,2,1,1,447.73,0
929,930,15590876,Knupp,764,France,Female,24,7,106234.02,1,0,0,115676.38,0
932,933,15634141,Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36,0
935,936,15675316,Avdeeva,619,France,Female,38,3,0.0,2,0,1,116467.35,0
937,938,15662100,Hsu,850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0
938,939,15668032,Buchanan,577,France,Female,37,4,0.0,1,1,1,79881.39,0
939,940,15599289,Yeh,724,France,Female,37,10,68598.56,1,1,0,157862.82,0
941,942,15676521,Y?an,696,France,Female,31,8,0.0,2,0,0,191074.11,0
943,944,15781465,Schofield,675,Germany,Female,29,8,121326.42,1,1,0,133457.52,0
